Date,device_SN,device_Model,device_Age,processor,cores,graphics,CPU_Utilization,Memory Utilization,diskIO Utilization,List Of Applications Running,Crashed Applications,IsApplicationCrashed
3/4/2024,000654JT1198,200 G3 AIO,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 620,70,80,75,"Chrome, Outlook, Games",Games,Y
3/4/2024,000654JT1199,Inspiron 5000,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,50,90,30,"Outlook, Image Editor, Chrome, Teams, Games, Python","Chrome, Games",Y
3/4/2024,000654JT1200,PRODESK 600 G5 SFF,2,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,50,90,35,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Teams, Games,",Y
3/4/2024,000654JT1201,ELITEBOOK X360 1030 G3,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) UHD Graphics 630,80,85,85,"Outlook, VSCode, Chrome, spotify, Games, Excel",Outlook,Y
3/4/2024,000654JT1202,ELITEDESK 800 G6 DESKTOP MINI PC,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Intel(R) UHD Graphics 630,30,30,30,"Outlook, Image Editor, Chrome",Null,N
3/4/2024,000654JT1203,ELITEBOOK G7 NOTEBOOK PC,4,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",8,Intel(R) UHD Graphics 630,60,90,95,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
3/4/2024,000654JT1204,ELITEDESK 800 G6 DESKTOP MINI PC,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) UHD Graphics 630,75,55,75,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Intellij,Y
3/4/2024,000654JT1205,200 G3 AIO,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) HD Graphics 4600,50,55,55,"Chrome, Media Player, Image Editor, Teams",Null,N
3/4/2024,000654JT1206,ELITEDESK 800 G6 DESKTOP MINI PC,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) HD Graphics 4600,75,60,55,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
3/4/2024,000654JT1207,200 G3 AIO,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) HD Graphics 4600,100,85,100,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Teams, Games",Y
3/4/2024,000654JT1208,ELITEBOOK G7 NOTEBOOK PC,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,50,45,90,"Outlook, VSCode, Chrome, spotify, Games, Excel","Chrome, Outlook, Games",Y
3/4/2024,000654JT1209,Vostro 3000,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) UHD Graphics 620,85,60,80,"Chrome, Media Player, Image Editor, Teams"," Image Editor, Teams",Y
3/4/2024,000654JT1210,200 G3 AIO,4,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,4,Intel(R) UHD Graphics 630,75,70,75,"Outlook, VSCode, Chrome, Excel",Excel,Y
3/4/2024,000654JT1211,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,10,20,85,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
3/4/2024,000654JT1212,ELITEDESK 800 G5 DESKTOP MINI,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,45,55,85,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge",Y
3/4/2024,000654JT1213,ELITEBOOK X360 1030 G3,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,30,50,80,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
3/4/2024,000654JT1214,Chromebook 14,2,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,60,70,50,"Outlook, VSCode, Chrome, spotify, Games, Excel",Excel,Y
3/4/2024,000654JT1215,PRODESK 400 G7,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) UHD Graphics 630,45,95,50,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Spotify, Intellij",Y
3/4/2024,000654JT1216,ELITEBOOK X360 1030 G3,4,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 630,10,45,80,"Outlook, VSCode, Chrome, spotify, Games, Excel",Excel,Y
3/4/2024,000654JT1217,ELITEBOOK G7 NOTEBOOK PC,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 630,35,100,30,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Teams",Y
3/4/2024,000654JT1218,200 G3 AIO,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,AMD Radeon(TM) R5 Graphics,60,35,75,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Outlook,Y
3/4/2024,000654JT1219,200 G3 AIO,3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 630,95,95,20,"Outlook, Zoom, Chrome, Teams, Edge, Intellij"," Edge, Intellij",Y
3/4/2024,000654JT1220,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,70,10,20,"Outlook, Python, Chrome, Teams, Games, Intellij",Null,N
3/4/2024,000654JT1221,ELITEBOOK G7 NOTEBOOK PC,3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) UHD Graphics 630,80,70,85,"Outlook, Python, Chrome, Teams, Games, Intellij",Intellij,Y
3/4/2024,000654JT1222,Inspiron 5000,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 620,20,95,50,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Spotify, Intellij",Y
3/4/2024,000654JT1223,OPTIPLEX 7040,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Intel(R) UHD Graphics 630,10,85,95,"Chrome, Media Player, Image Editor, Teams",Chrome,Y
3/4/2024,000654JT1224,200 G3 AIO,3,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Intel(R) UHD Graphics 630,20,95,20,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Teams, Edge",Y
3/4/2024,000654JT1225,ELITEBOOK G6,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,50,10,20,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Outlook, Zoom, Chrome",Y
3/4/2024,000654JT1226,ELITEBOOK G7 NOTEBOOK PC,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,50,90,85,"Outlook, Teams, Games, Python","Teams, Games, Python",Y
3/4/2024,000654JT1227,Inspiron 5000,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,AMD Radeon(TM) R5 Graphics,75,90,80,"Outlook, Python, Chrome, Teams, Games, Intellij",Intellij,Y
3/4/2024,000654JT1228,ELITEDESK 800 G6 DESKTOP MINI PC,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Intel(R) UHD Graphics 630,60,100,60,"Chrome, Media Player, Image Editor, Teams"," Image Editor, Teams",Y
3/4/2024,000654JT1229,PRODESK 400 G4 DM (TAA),1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,8,Intel(R) HD Graphics 4600,30,60,80,"Outlook, Image Editor, Chrome, Teams, Games, Python","Games, Python",Y
3/4/2024,000654JT1230,Inspiron 5000,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,75,85,30,"Outlook, Python, Chrome, Teams, Games, Intellij", Intellij,Y
3/4/2024,000654JT1231,ELITEBOOK X360 1030 G3,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,AMD Radeon(TM) R5 Graphics,55,30,90,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Intellij",Y
3/4/2024,000654JT1232,PRODESK 400 G4 DM (TAA),2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,AMD Radeon(TM) R5 Graphics,20,60,90,"Chrome, Media Player, Image Editor, Teams"," Image Editor, Teams",Y
3/4/2024,000654JT1233,Vostro 3000,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Intel(R) UHD Graphics 630,100,90,100,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Intellij,  Zoom, Chrome",Y
3/4/2024,000654JT1234,PRODESK 600 G5 SFF,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,20,45,20,"Outlook, VSCode, Excel",Null,N
3/4/2024,000654JT1235,PRODESK 400 G4 DM (TAA),3,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Intel(R) UHD Graphics 630,90,55,95,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Teams, Spotify, Intellij",Y
3/4/2024,000654JT1236,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) HD Graphics 4600,50,80,60,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom"," Outlook, Games",Y
3/4/2024,000654JT1237,ELITEBOOK G6,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Intel(R) UHD Graphics 630,10,50,75,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Null,N
3/4/2024,000654JT1238,PRODESK 400 G4 DM (TAA),2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,45,55,70,"Chrome, Media Player, Image Editor, Teams",Null,N
3/4/2024,000654JT1239,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,90,90,100,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
3/4/2024,000654JT1240,ELITEDESK 800 G5 DESKTOP MINI,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,70,95,90,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Intellij",Y
3/4/2024,000654JT1241,Chromebook 14,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) HD Graphics 4600,55,45,55,"Outlook, Games, Intellij",Null,N
3/4/2024,000654JT1242,ELITEDESK 800 G5 DESKTOP MINI,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,90,55,30,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Powerpoint, Excel, Zoom",Y
3/4/2024,000654JT1243,Chromebook 14,3,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Intel(R) UHD Graphics 630,30,60,75,"Outlook, VSCode, Chrome,Games, Excel",Null,N
3/4/2024,000654JT1244,PRODESK 400 G4 DM (TAA),1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Intel(R) UHD Graphics 630,10,50,90,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Teams, Spotify, Intellij",Y
3/4/2024,000654JT1245,ELITEBOOK G6,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,20,45,20,"Outlook, Python, Intellij",Null,N
3/4/2024,000654JT1246,ELITEDESK 800 G6 DESKTOP MINI PC,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,55,60,10,"Chrome, Media Player, Image Editor, Teams",Null,N
3/4/2024,000654JT1247,ELITEDESK 800 G6 DESKTOP MINI PC,2,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) UHD Graphics 630,75,95,75,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Teams",Y
3/4/2024,000654JT1248,Inspiron 5000,2,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Intel(R) UHD Graphics 630,20,45,35,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
3/4/2024,000654JT1249,PRODESK 400 G4 DM (TAA),1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,55,10,80,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Chrome, Games",Y
3/4/2024,000654JT1250,Vostro 3000,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) UHD Graphics 630,60,80,90,"Outlook, VSCode, Chrome, spotify, Games, Excel","VSCode, Chrome",Y
3/4/2024,000654JT1251,ELITEDESK 800 G6 DESKTOP MINI PC,2,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Intel(R) UHD Graphics 630,55,75,20,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Google Drive,Y
3/4/2024,000654JT1252,PRODESK 600 G5 SFF,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,AMD Radeon(TM) R5 Graphics,70,50,80,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
3/4/2024,000654JT1253,ELITEBOOK G7 NOTEBOOK PC,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Intel(R) UHD Graphics 630,80,95,100,"Outlook, Python, Chrome, Teams, Games, Intellij","Intellij, Games",Y
3/4/2024,000654JT1254,OPTIPLEX 7040,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Intel(R) UHD Graphics 630,45,80,30,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games, Python",Y
3/4/2024,000654JT1255,OPTIPLEX 7040,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) UHD Graphics 630,35,80,45,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
3/4/2024,000654JT1256,Inspiron 5000,3,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Intel(R) HD Graphics 4600,95,75,55,"Outlook, Image Editor, Chrome, Teams, Games, Python","Games, Python",Y
3/4/2024,000654JT1257,OPTIPLEX 7040,4,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,50,95,90,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Chrome, Games",Y
3/4/2024,000654JT1258,PRODESK 400 G7,1,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,AMD Radeon(TM) R5 Graphics,10,55,30,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Null,N
3/4/2024,000654JT1259,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,85,85,75,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Chrome, Teams",Y
3/4/2024,000654JT1260,Inspiron 5000,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) UHD Graphics 630,70,80,70,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge, Intellij",Y
3/4/2024,000654JT1261,ELITEBOOK X360 1030 G3,4,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Intel(R) UHD Graphics 630,55,20,35,"Outlook, Python, Chrome",Null,N
3/4/2024,000654JT1262,Vostro 3000,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,35,80,50,"Outlook, Image Editor, Chrome, Teams, Games, Python","Image Editor, Chrome",Y
3/4/2024,000654JT1263,ELITEDESK 800 G6 DESKTOP MINI PC,1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,AMD Radeon(TM) R5 Graphics,45,75,55,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
3/4/2024,000654JT1264,200 G3 AIO,4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) UHD Graphics 630,30,30,20,"Edge, Teams, Spotify, Intellij",Null,N
3/4/2024,000654JT1265,Vostro 3000,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,75,100,100,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Teams, Edge, Intellij",Y
3/4/2024,000654JT1266,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,95,55,55,"Chrome, Media Player, Image Editor, Teams",Teams,Y
3/4/2024,000654JT1267,Inspiron 5000,4,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,90,75,85,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
3/4/2024,000654JT1268,PRODESK 600 G5 SFF,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,45,80,35,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
3/4/2024,000654JT1269,PRODESK 400 G7,3,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,35,90,55,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
3/4/2024,000654JT1270,ELITEBOOK G7 NOTEBOOK PC,2,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,8,Intel(R) UHD Graphics 620,100,60,70,"Outlook, Python, Chrome, Teams, Games, Intellij","Teams, Games, Intellij",Y
3/4/2024,000654JT1271,Vostro 3000,3,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,30,60,45,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Null,N
3/4/2024,000654JT1272,ELITEBOOK G7 NOTEBOOK PC,3,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,AMD Radeon(TM) R5 Graphics,45,80,95,"Outlook, Image Editor, Chrome, Teams, Games, Python","Games, Python",Y
3/4/2024,000654JT1273,ELITEDESK 800 G6 DESKTOP MINI PC,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) UHD Graphics 630,95,75,60,"Outlook, Image Editor, Chrome, Teams, Games, Python","Games, Python",Y
3/4/2024,000654JT1274,ELITEBOOK G7 NOTEBOOK PC,4,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,Intel(R) UHD Graphics 630,85,85,45,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
3/4/2024,000654JT1275,OPTIPLEX 7040,4,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) UHD Graphics 630,60,70,100,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Intellij",Y
3/4/2024,000654JT1276,PRODESK 600 G5 SFF,2,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,4,Intel(R) HD Graphics 4600,45,20,75,"Outlook, Image Editor, Chrome, Teams, Games, Python",Games,Y
3/4/2024,000654JT1277,PRODESK 400 G4 DM (TAA),4,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) UHD Graphics 630,70,90,20,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Intellij",Y
3/4/2024,000654JT1278,Chromebook 14,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,85,60,90,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Edge, Intellij",Y
3/4/2024,000654JT1279,ELITEDESK 800 G5 DESKTOP MINI,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Intel(R) UHD Graphics 630,60,60,10,"Outlook, Zoom, Chrome, Teams, Edge, Intellij",Null,N
3/4/2024,000654JT1280,OPTIPLEX 7040,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,80,70,55,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
3/4/2024,000654JT1281,ELITEDESK 800 G6 DESKTOP MINI PC,4,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,90,75,75,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
3/4/2024,000654JT1282,Chromebook 14,1,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Intel(R) UHD Graphics 630,30,100,100,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games, Python",Y
3/4/2024,000654JT1283,ELITEBOOK G7 NOTEBOOK PC,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics,30,90,80,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Spotify, Intellij",Y
3/4/2024,000654JT1284,ELITEBOOK G6,1,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,75,10,80,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij",Intellij,Y
3/4/2024,000654JT1285,ELITEBOOK G7 NOTEBOOK PC,3,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,100,50,35,"Outlook, Python, Chrome, Teams, Games, Intellij","Chrome, Outlook, Games",Y
3/4/2024,000654JT1286,Inspiron 5000,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,8,Intel(R) HD Graphics 4600,100,80,55,"Edge, Google Drive, Chrome, Teams, Spotify, Intellij","Google Drive, Chrome, Intellij",Y
3/4/2024,000654JT1287,ELITEBOOK G7 NOTEBOOK PC,4,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,50,30,50,"Outlook, Python, Chrome, Teams, Games",Null,N
3/4/2024,000654JT1288,ELITEBOOK G6,4,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Intel(R) UHD Graphics 630,75,30,60,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
3/4/2024,000654JT1289,PRODESK 400 G4 DM (TAA),3,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 620,20,50,85,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom",Powerpoint,Y
3/4/2024,000654JT1290,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8,AMD Radeon(TM) R5 Graphics,60,30,35,"Outlook, Image Editor, Python",Null,N
3/4/2024,000654JT1291,200 G3 AIO,2,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,6,Intel(R) HD Graphics 4600,85,100,50,"Outlook, VSCode, Chrome, spotify, Games, Excel","Chrome, Games",Y
3/4/2024,000654JT1292,OPTIPLEX 7040,1,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,8,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,30,60,95,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, VSCode, Chrome",Y
3/4/2024,000654JT1293,Inspiron 5000,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,6,Intel(R) HD Graphics 4600,85,10,75,"Outlook, VSCode, Chrome, spotify, Games, Excel","Outlook, VSCode",Y
3/4/2024,000654JT1294,PRODESK 600 G5 SFF,3,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,6,Intel(R) UHD Graphics 630,85,60,90,"Chrome, Media Player, Image Editor, Teams","Image Editor, Teams",Y
3/4/2024,000654JT1295,ELITEDESK 800 G6 DESKTOP MINI PC,1,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) UHD Graphics 620,90,70,60,"Powerpoint, Excel, Chrome, Outlook, Games, Zoom","Chrome, Games",Y
3/4/2024,000654JT1296,PRODESK 600 G5 SFF,2,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,6,AMD Radeon(TM) R5 Graphics,50,90,60,"Outlook, Zoom, Chrome, Teams, Edge, Intellij","Edge, Intellij",Y
3/4/2024,000654JT1297,PRODESK 600 G5 SFF,1,Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,4,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,45,20,55,"Edge, Google Drive, Chrome, Intellij",Null,N
3/4/2024,000654JT1298,200 G3 AIO,3,Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz,6,Intel(R) UHD Graphics 630,95,60,70,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games, Python",Y
3/4/2024,000654JT1299,PRODESK 600 G5 SFF,2,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",4,Intel(R) UHD Graphics 630,60,80,80,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
3/4/2024,000654JT1300,ELITEBOOK G7 NOTEBOOK PC,2,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,4,Intel(R) UHD Graphics 630,55,45,55,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
3/4/2024,000654JT1301,200 G3 AIO,3,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,6,Intel(R) UHD Graphics 630,50,30,55,"Chrome, Media Player, Image Editor, Teams",Null,N
3/4/2024,000654JT1302,ELITEDESK 800 G5 DESKTOP MINI,2,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,6,Intel(R) UHD Graphics 630,80,90,30,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
3/4/2024,000654JT1303,Vostro 3000,4,Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,8,Intel(R) UHD Graphics 630,55,70,90,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games, Python",Y
3/4/2024,000654JT1304,ELITEBOOK X360 1030 G3,1,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4,Intel(R) UHD Graphics 630,55,10,55,"Outlook, VSCode, Chrome, spotify, Games, Excel","Games, Excel",Y
3/4/2024,000654JT1305,Vostro 3000,2,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",6,Citrix Indirect Display Adapter|Intel(R) UHD Graphics 630,80,100,60,"Outlook, Image Editor, Chrome, Teams, Games, Python","Teams, Games",Y
